label,text
ham,"""Good"" ol dos fdisk /mbr should do the twick

But...but... Jac, your a big linux head....why?

regards,
CW

------------
hi,
i recently had to wipe linux from my pc but forgot to restore the original
MBR (NT). Anyone know how i can do this? linux is entirely gone and no boot
floppy. formatting the entire disk doesn't do it either.



-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Sat, 27 Jul 2002, kevin lyda wrote:

> saw this on mutt users.  might be a handy trick for those of with
> hyperactive archiving genes...  :)
> 
> this might work better in this long run though:
> 
>    set record='~/Mail/outbox-`date ""+%Y-%m""`'

A nice followon of this for the obsessive archiver is:

Procmail:
.procmail/rc.mail
	<snip>
	:0:
	* ^Subject.*\[ILUG\]
	:ilug-`date ""+%m-%Y""`
	<snip>

and Mutt:
.muttrc:
	mailboxes =ilug-`date ""+%m-%Y""` 

does mean threads get broken at the start of the month though :(

Gavin


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"""Hunt, Bryan"" stated the following:
> 
> you need to do a ""fdisk /mbr"" from a bootable windoze floppy
> alternatively boot from linux boot disk and do fdisk, delete all partitions.

I need to ask a question concerning this issue.

What if I don't want to get rid of the MBR -- it will destroy the OS
on that drive.  How do I remove lilo without the above fdisk
procedure?

> -----Original Message-----
> From: jac1 [mailto:jac1@student.cs.ucc.ie]
> 
> i recently had to wipe linux from my pc but forgot to restore the original
> MBR (NT). Anyone know how i can do this? linux is entirely gone and no boot
> floppy. formatting the entire disk doesn't do it either.

-- 
Note: When you reply to this message, please include the mailing
      list/newsgroup address and my email address in To:.

*********************************************************************
Signed,
SoloCDM

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"""fdisk /mbr"" will not destroy the OS, it will simply restore the windows
mbr as it was.  Running fdisk and deleting a partition would however
destroy the OS (bu even then only if you format the disc afterwards).


Sure wasn't it SoloCDM <deedsmis@aculink.net> 
sometime around Wed, 31 Jul 2002 10:48:16 -0600 said:
 
> I need to ask a question concerning this issue.
> 
> What if I don't want to get rid of the MBR -- it will destroy the OS
> on that drive.  How do I remove lilo without the above fdisk
> procedure?
> 
-- 
Paul Askins <:)
Email:  Paul Askins <paul.askins@adbvdesign.analog.com>

Behind every great man, there is a woman -- urging him on.
		-- Harry Mudd, ""I, Mudd"", stardate 4513.3

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Wed, 31 Jul 2002 10:48:16 -0600
SoloCDM claiming to think:

> ""Hunt, Bryan"" stated the following:
> > 
> > you need to do a ""fdisk /mbr"" from a bootable windoze floppy
> > alternatively boot from linux boot disk and do fdisk, delete all partitions.
> 
> I need to ask a question concerning this issue.
> 
> What if I don't want to get rid of the MBR -- it will destroy the OS
> on that drive.  How do I remove lilo without the above fdisk
> procedure?
> 
fdisk /mbr will restore a dos MBR.. it'll leave the partitions alone.

linux fdisk and deleting all partitions will actually leave LILO in the
MBR though.

L.
-- 
     dBP   dBBBBb | If you're looking at me to be an accountant
              dBP | Then you will look but you will never see
   dBP    dBBBK'  | If you're looking at me to start having babies
  dBP    dB' db   | Then you can wish because I'm not here to fool around
 dBBBBP dBBBBP'   | Belle & Sebastian (Family Tree)

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"| Date: Wed, 31 Jul 2002 15:13:23 +0100
  | From: Ronan Cunniffe <ronan@cunniffe.net>
  | 
  | Um, my test was to tee to a fifo I didn't read from... resulting
  | in the other reader hanging around forever.... not realising that
  | never-opened-for-reading and opened-and-later-closed might be
  | different.

 ah!  yes!  this is one of those gotchas everyone stumbles
 over.  the writer of a never-opened-for-reading pipe will
 quickly block (as soon as the pipe's limited buffer fills
 up).  but the writer of opened-and-later-closed pipe gets
 an EPIPE error (and the usually-terminal SIGPIPE signal).

 the typical stumble is someone creates an anonymous pipe
 with pipe(2), but forgets to close(2) the reader's fd in
 the writer-process (or visa-versa) .... and then wonders
 why the real reader never sees an EOF and/or the writer
 is never gets an EPIPE/SIGPIPE.  various FAQs and many
 books probably discuss this topic in depth to the death.

  |             Sensible behaviour has now been observed.

 good!  and good luck.
cheers,
	-blf-
--
«How many surrealists does it take to    |  Brian Foster    Dublin, Ireland
 change a lightbulb?  Three.  One calms  |  e-mail: blf@utvinternet.ie
 the warthog, and two fill the bathtub   |  mobile: (+353 or 0)86 854 9268
 with brightly-coloured machine tools.»  |  http://www.blf.utvinternet.ie

    Stop E$$o (ExxonMobile):  «Whatever you do, don't buy Esso --- they
     don't give a damn about global warming.»    http://www.stopesso.com
     Supported by Greenpeace, Friends of the Earth, and numerous others...

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Wed, Jul 31, 2002 at 02:40:26PM +0100 or so it is rumoured hereabouts, 
Liam Bedford thought:
> On Wed, 31 Jul 2002 14:30:01 +0100
> jac1 claiming to think:
> 
> > hi,
> > i recently had to wipe linux from my pc but forgot to restore the original
> > MBR (NT). Anyone know how i can do this? linux is entirely gone and no boot
> > floppy. formatting the entire disk doesn't do it either.
> > 
> boot from dos and fdisk /mbr?
> boot from an NT CD, choose repair, and make it check the mbr
                             ^^^^^^

Nice how NT ""repair""s a hard disk by removing other OSs.  Could we call it
that on Linux install disks too?

Conor 
-- 
Conor Daly <conor.daly@oceanfree.net>

Domestic Sysadmin :-)
---------------------
Faenor.cod.ie
  5:37pm  up 69 days,  2:54,  0 users,  load average: 0.08, 0.02, 0.01
Hobbiton.cod.ie
  5:22pm  up 12 days, 0 min,  1 user,  load average: 0.03, 0.03, 0.00

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"SoloCDM wrote:
> David Neary stated the following:
> > Try the following newsgroups - Beginners: news:comp.lang.learn.c-c++
> 
> I tried news:comp.lang.learn.c-c++ and it wouldn't work.  Is there a
> typo?

Yup. It's alt.comp.lang.learn.c-c++ Sorry about that.

I've never used the group, so I can't vouch for it's usefulness.
But a few people I respect a lot direct people there for beginner
type stuff.

Cheers,
Dave.

-- 
       David Neary,
    Marseille, France
  E-Mail: bolsh@gimp.org

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Tue, Jul 30, 2002 at 03:47:40PM +0100 or so it is rumoured hereabouts, 
Niall O Broin thought:
> I'm installing warm standby disks on a number of boxes. These disks will be
> the same size (sometimes bigger) than the main disk. The idea is that every
> night I'll rsync the partitions on the main disk to the standby disk so that
> in the case of disaster, the first port of call, before the tapes, is the
> standby disk. (We did consider running Linux md RAID on the disks but RAID
> gives you no protection against slips of the finger)
> 
> So, in the event of finger slips we can mount the relevant partition and
> retrieve the banjaxed file. In the case of a disk crash, the plan is that
> we'll put the standby disk in place of the main disk and the workstation
> will be back up ASAP. Then we can deal with replacing the disk without the
> pressure of a broken box on our back.
> 
> However, I'm stumped as to how to install LILO on the backup disk. Let's say
> the master disk is /dev/hda and the backup disk is /dev/hdb. lilo.conf
> currently looks like this:
> 
> boot    = /dev/hda
> change-rules
> reset
> read-only
> menu-scheme = Wg:kw:Wg:Wg
> lba32
> prompt
> timeout = 80
> message = /boot/message
> 
>   image  = /boot/vmlinuz
>   label  = linux
>   root   = /dev/hda3
>   vga    = 791
>   initrd = /boot/initrd
> 
> 
> 
> There are a couple more boot stanzas, but they're not germane. As you can
> see, / is on /dev/hda3 and /boot is on /dev/hda1. So if for instance I had
> booted from a CD and wanted to re-install LILO on this disk I'd do something
> like
> 
> mount /dev/hda3 /mnt
> mount /dev/hda1 /mnt/boot
> lilo -r /mnt
> 
> which is OK because I'm installing lilo on /dev/hda and I want it to boot
> from /dev/hda so it'll plug in all the right numbers.
> 
> However, in the case of the standby disk, I'll have to do something like
> 
> mount /dev/hdb3 /mnt
> mount /dev/hdb1 /mnt/boot
> lilo -r /mnt
> 
> But I'm obviously going to have to do something different here because I
> want to install onto /dev/hdb in such a way that the disk will boot when it
> becomes /dev/hda after a disaster (like the one I had this morning :-( -
> shutting the stable door was on the to-do list, but the bloody horse decided
> to do a bunk early). The machine already has its spare disk - just hadn't
> yet been used :-(
> 
> I thought perhaps I should just do   lilo -b /dev/hdb -r /mnt  but I think
> that -b is analogous to the boot keyword in lilo.conf. Or will this just
> work automagically ?  i.e. boot = /dev/hda tells lilo what numbers to poke
> where, and it figures out where the disk is from the -r ?

 from the Hard Disk Upgrade Mini HOWTO :

8. Prepare LILO to boot the new disk

   (Thanks to Rick Masters for helping with this.)

   We're  assuming  that LILO is installed on the hard disk's Master Boot
   Record (MBR); this seems to be the most common configuration. You want
   to  install  LILO  on  what's  presently the second hard disk but will
   become the first hard disk.

   Edit the file /new-disk/etc/lilo.conf as follows:

        disk=/dev/hdb bios=0x80       # Tell LILO to treat the second
                                      # disk as if it were the first
                                      # disk (BIOS ID 0x80).
        boot=/dev/hdb                 # Install LILO on second hard
                                      # disk.
        map=/new-disk/boot/map        # Location of ""map file"".
        install=/new-disk/boot/boot.b # File to copy to hard disk's
                                      # boot sector.
        prompt                        # Have LILO show ""LILO boot:""
                                      # prompt.
        timeout=50                    # Boot default system after 5
                                      # seconds. (Value is in tenths of
                                      # seconds.)
        image=/new-disk/boot/vmlinuz  # Location of Linux kernel. The
                                      # actual name may include a version
                                      # number, for example
                                      # ""vmlinuz-2.0.35"".
            label=linux               # Label for Linux system.
            root=/dev/hda1            # Location of root partition on
                                      # new hard disk. Modify this as
                                      # appropriate for your system.
                                      # Note that you must use the name
                                      # of the future location, once the
                                      # old disk has been removed.
            read-only                 # Mount partition read-only at
                                      # first, to run fsck.

Conor

PS.  Um, what does 

> menu-scheme = Wg:kw:Wg:Wg

do?
-- 
Conor Daly <conor.daly@oceanfree.net>

Domestic Sysadmin :-)
---------------------
Faenor.cod.ie
  6:04pm  up 69 days,  3:22,  0 users,  load average: 0.00, 0.00, 0.00
Hobbiton.cod.ie
  5:50pm  up 12 days, 27 min,  1 user,  load average: 0.00, 0.00, 0.00

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"David Neary stated the following:
> 
> SoloCDM wrote:
> 
> > Are there any mailing lists (non-newsgroups) for C++ and C Beginners
> > and Advanced programmers?
> 
> Try the following newsgroups - Beginners: news:comp.lang.learn.c-c++

I tried news:comp.lang.learn.c-c++ and it wouldn't work.  Is there a
typo?

> More advanced: news:comp.lang.c news:comp.lang.c++
> news:comp.lang.c.moderated
> 
> Also, you should keep a bookmark pointing at the comp.lang.c FAQ at
> http://www.eskimo.com/~scs/C-faq/top.html
> 
> For tutorials, the guy who maintains the clc FAQ (Steve Summit) has
> a tutorial - http://www.eskimo.com/~scs/cclass/notes/top.html Also
> you could have a look at the excercises he poses - all linked from
> http://www.eskimo.com/~scs/cclass/cclass.html
> 
> For C++, I would guess that the comp.lang.c++ FAQ is a good place to
> start - they're likely to have links to suggested reading material.
> 
> If you're going to do any amount of C programming, you should
> think about getting K&R2 (The C programming language, 2nd edition,
> by Kernighan and Ritchie), for C++ the equivalent book is
> Stroustrup. Although the C++ book is a lot bigger :)

-- 
Note: When you reply to this message, please include the mailing
      list and/or newsgroup address and my email address in To:

*********************************************************************
Signed,
SoloCDM

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"Quoting jac1 (jac1@student.cs.ucc.ie):

> i recently had to wipe linux from my pc but forgot to restore the original
> MBR (NT). Anyone know how i can do this? linux is entirely gone and no boot
> floppy. formatting the entire disk doesn't do it either.

The easy way is just to install whatever Microsoft or whatever OS you
have in mind:  It should overwrite the MBR.  Indeed, the problem is
usually _preventing_ this from happening, as Microsoft Corporation's
installers seem to forever be overwriting your MBRs when you least wish
it, without asking your permission.

-- 
Cheers,               ""We're sorry; you have reached an imaginary number.
Rick Moen             Please rotate your 'phone ninety degrees and try again.""
rick@linuxmafia.com

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"| Date: Wed, 31 Jul 2002 23:11:49 +0800
  | From: Fergal Daly <fergal@esatclear.ie>
  | 
  | 7.3 seems to support Chinese input out of the box, it's got
  | miniChinput and some other stuff no documentation.  [ ... ]
  | google is a bit of a dead too.
  | 
  | Can anyone tell me what I should do?

 I've no idea, but a relevant/useful source of info could
 be the «linux-utf8» e-list:

     http://www.cl.cam.ac.uk/~mgk25/unicode.html
     http://mail.nl.linux.org/linux-utf8/

 whilst the list is nominally about UTF-8/Unicode and Linux,
 it often delves into related areas (such as input methods).

 my (vague!) understanding of the state-of-play is there are
 multiple ways of keyboarding scripts such as ""Chinese"", and
 the choice of method is a mixture of personal preference,
 equipment (e.g. your keyboard), and the tool/application
 in question.

 w.r.t. X11 applications, it seems to boil down to two
 approaches:   one unique to the tool itself (apparently
 `yudit' is famous for this);  or  else using what's called
 an XIM (X Input Method).

  WARNING: I am now guessing quite a bit here, based mostly on
           my interpretation of what I've read whilst lurking,
           and watching a few people keyboarding a Japanese
           script years ago!   *** your mileage will vary! ***

 XIMs generally work as a complex compose frontend.  i.e., you
 build up your character as a series of composes of the root or
 fundamental strokes (""radicals"", I think they are called), and
 then ""commit"" the composite character to the application.
 ( yes, keyboarding these scripts _is_ quite slow, I believe
  a good typist can only do a few characters a minute!
  and I assume using a qwerty keyboard is very painful. )

 some XIMs compose ""in place"", others do it on a special line,
 and some seem to do it in a special window (or the root?).
 also, some(/most?) XIMs apparently support a US-ASCII input
 mode as well --- _not_ a general Latin-alphabet input mode,
 which seems to require another TLA, called KBD, and which
 apparently doesn't work when an XIM is also being used? ---
 implying you have to switch back and forth between US-ASCII
 input mode (what us English-speakers would call ""normal""
 keyboarding/typing), and the other input (e.g., Chinese).
 I'm not sure, but I have the impression the switch is often
 a toggle, and something like <Control><CapsLock>.

 many apologies if this is completely wrong or too misleading.

cheers!
	-blf-

p.s.  b.t.w., you almost certainly want to be using a UTF-8
      locale.  if RH 7.3 is the so-called ""limbo"" release,
      then you may quite possibility be using one by default.

--
«How many surrealists does it take to    |  Brian Foster    Dublin, Ireland
 change a lightbulb?  Three.  One calms  |  e-mail: blf@utvinternet.ie
 the warthog, and two fill the bathtub   |  mobile: (+353 or 0)86 854 9268
 with brightly-coloured machine tools.»  |  http://www.blf.utvinternet.ie

    Stop E$$o (ExxonMobile):  «Whatever you do, don't buy Esso --- they
     don't give a damn about global warming.»    http://www.stopesso.com
     Supported by Greenpeace, Friends of the Earth, and numerous others...

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"| Date: Wed, 31 Jul 2002 18:57:50 +0100
  | From: Brian Foster <blf@utvinternet.ie>
  | 
  |   | Date: Wed, 31 Jul 2002 23:11:49 +0800
  |   | From: Fergal Daly <fergal@esatclear.ie>
  |   | 
  |   | 7.3 seems to support Chinese input out of the box, it's got
  |   | miniChinput and some other stuff no documentation.  [ ... ]
  |   | Can anyone tell me what I should do?
  | 
  |  I've no idea, but a relevant/useful source of info could
  |  be the «linux-utf8» e-list:
  | 
  |      http://www.cl.cam.ac.uk/~mgk25/unicode.html
  |      http://mail.nl.linux.org/linux-utf8/
  |[ ... ]
  |  w.r.t. X11 applications [ one approach is to use ]
  |  what's called an XIM (X Input Method).   [ ... ]

 sorry for replying to my own post!

 a google for ""xim linux"" found a number of hits.
 try (I've haven't finished reading this myself,
 but it seems good):

   http://www.suse.de/~mfabian/suse-cjk/

 (CJK stands for Chinese Japanese Korean.)

 the above is probably best read with a browser
 that groks UTF-8.

cheers!
	-blf-
--
 Innovative, very experienced, Unix and      | Brian Foster    Dublin, Ireland
 Chorus (embedded RTOS) kernel internals     | e-mail: blf@utvinternet.ie
 expert looking for a new position ...       | mobile: (+353 or 0)86 854 9268
  For a résumé, contact me, or see my website  http://www.blf.utvinternet.ie

    Stop E$$o (ExxonMobile):  «Whatever you do, don't buy Esso --- they
     don't give a damn about global warming.»    http://www.stopesso.com
     Supported by Greenpeace, Friends of the Earth, and numerous others...

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Wednesday 31 July 2002 12:02, Satelle, StevenX wrote:
> Its nothing to do with irish. It was the way it was tought. In primary I
> was made to stand up in front of the class and name all the items on a
> projector screen. My teacher knew that I didnt even know what hello was in
> irish (still dont) They tried to force me and as a result I managed to get
> 1% in the intercert and didnt even turn up for the leaving exam. I dislike
> being forced to learn something and mostly refuse to do it. I put effort
> into making sure I didnt learn Irish. My point was I knew more German after
> 6 months than 13 years of Irish. The way it is tought is wrong and people
> should have a choice about doing it.

Irish is taught badly in schools. But then again so is French. I did 3 years
of French in primary school and 6 in secondary school. So, that's 9 years of
French. Which, I guess, should be long enough to be fluent in most languages.
As it turns out, my French is crap. My Irish is much better. 

The problem seems to be the braindead attempt to make people learn languages
they can't speak through reading and writing. And then tacking on speech as
an afterthought. Whereas doing it the other way round would be a lot more
useful...

I hear this complaint a lot, but I never hear people complaining about being
""forced"" to learn to read and write, or to do maths. Maybe people don't mind
as much if it is perceived as a useful skill (which Irish is not usually
perceived as).

Anyway, tir gan teanga tir gan anam :)

Nick

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"Liam Bedford stated the following:
> 
> On Wed, 31 Jul 2002 10:48:16 -0600 SoloCDM claiming to think:
> 
> > ""Hunt, Bryan"" stated the following:
> 
> >> you need to do a ""fdisk /mbr"" from a bootable windoze floppy
> >> alternatively boot from linux boot disk and do fdisk, delete all
> >> partitions.
> 
> > I need to ask a question concerning this issue.
> 
> > What if I don't want to get rid of the MBR -- it will destroy the
> > OS on that drive.  How do I remove lilo without the above fdisk
> > procedure?
> 
> fdisk /mbr will restore a dos MBR.. it'll leave the partitions alone.
> 
> linux fdisk and deleting all partitions will actually leave LILO in
> the MBR though.

While I am in Linux, the following message is the output when I
execute fdisk /mbr, even though the drive is in read and write mode:

Unable to open /mbr

The mbr is on a separate drive -- not related to the Linux drive.

-- 
Note: When you reply to this message, please include the mailing
      list and/or newsgroup address and my email address in To:

*********************************************************************
Signed,
SoloCDM

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Wed, Jul 31, 2002 at 06:57:50PM +0100, Brian Foster wrote:
>  XIMs generally work as a complex compose frontend.  i.e., you
>  build up your character as a series of composes of the root or
>  fundamental strokes (""radicals"", I think they are called), and
>  then ""commit"" the composite character to the application.
>  ( yes, keyboarding these scripts _is_ quite slow, I believe
>   a good typist can only do a few characters a minute!
>   and I assume using a qwerty keyboard is very painful. )

I can speak for some Chinese input methods and you can do a hell
of a lot better than a few chars per minute.  For example, the
simplest Chinese IM is Pinyin where you phonetically spell out
each character using the pinyin romanisation rules.  For example,
Zhong Guo (Chinese for China) is entered by typing 'zhong',
then you're prompted with a list of possible matches, with the
most common first in a numbered list, so you hit, say, 2 for
the second in the list, then similarly for 'guo' 3.

You can see, that, regarding keystroke counts, it's not that
much different to English.  However, until you get familiar
with the sorting order in the 'possible match' lists, it can
be a little slow.

Other input methods are more keystroke-efficient, losing the
phonetic simplicity of Pinyin.  Chinese characters are almost
always pronounced as a first-part-second-part, so zhong is
'zh'-'ong'.  One input method assigns single letters to
the possible first and second parts, so 'i' might represent
'zh' as a first part and 'ong' as a second part, so you'd
enter zhong as 'ii' and a digit to choose from the possible
matches.

I think the Microsoft Global IME has a 'stroke' mode where
you can build up a character stroke by stroke, but you'd only
use that when you know the character you want but you don't
know how to pronounce it.

> 
>  some XIMs compose ""in place"", others do it on a special line,
>  and some seem to do it in a special window (or the root?).
>  also, some(/most?) XIMs apparently support a US-ASCII input
>  mode as well --- _not_ a general Latin-alphabet input mode,
>  which seems to require another TLA, called KBD, and which
>  apparently doesn't work when an XIM is also being used? ---
>  implying you have to switch back and forth between US-ASCII
>  input mode (what us English-speakers would call ""normal""
>  keyboarding/typing), and the other input (e.g., Chinese).
>  I'm not sure, but I have the impression the switch is often
>  a toggle, and something like <Control><CapsLock>.

Probably most often Ctrl-Space.  That's what the Microsoft Global
Input Method Editor uses and what xcin uses IIRC.

Regarding the original poster's question - here's what works for me
on Red Hat 7.2

o  Make sure the xcin and ttfonts-zh_CN RPMs are installed.  (The
   fonts might not be essential, I think XFree comes with usuable
   Chinese fonts in the XFree86-fonts RPMs

o  Select Chinese (Simplified) as the language in GDM when logging
   in.

Everything should 'just work'.  If you've got the default clock in
your GNOME panel, you should now see it in Chinese.  A lot of the
menus will also be in Chinese, but you should be able to find your
way around.

Use Ctrl-Space to toggle between Chinese and English input.  When 
in Chinese mode Shift-Space toggles between something that I don't
understand, but it blocks exiting to English.  So if you can't use
Ctrl-Space to get back to English, try hitting Shift-Space, Ctrl-Space.

Fire up a GNOME terminal.  In Chinese mode, type zhong 1 guo 1 and 
you'll see the Chinese for China.

Getting this to work while selecting English at the GDM screen is left
as an exercise for the reader.  Looking at /etc/X11/xinit/xinitrc.d/xinput
and /usr/share/doc/xcin should give enough info.

Later,
Kenn



-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"Well you know what I mean.

I noticed 2 connections from my
(freshly installed RH7.3) machine to
port 80 of the following addresses.

216.145.20.5
216.254.17.87

Both resolve to cytocin.hubbe.NET
using CCOM.NET & speakeasy.NET DNS
servers respectively.

Both connections lasted about 20
seconds and were about 2 minutes apart.
Any ideas?

I didn't see what processes they came from,
but I'm keeping a close eye now.

Thanks,
Pádraig.

p.s. I'm can't subscribe to the list
at the moment for some reason? so please
reply directly.


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"Some local Irish wildlife

http://www.iol.ie/~padraiga/pics/wild1.jpg
http://www.iol.ie/~padraiga/pics/wild2.jpg

was I bored or what?

Pádraig.


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"I've found a decrepit raq3 that I'm going to resurrect, as soon as I work
out what's up with the console.

 I'm using 115200 8n1 with minicom, and I'm getting wierd stuff like:

S+#_+Å± INET __+_: 
S+#_+Å± Å°_°_ MÄ+Å+Å± _+Ä+ °+_<_++_.
S+#_+Å± #+__+ S+#_+Å± #+Å + __+_: 
IÅ+#+ _+°#+_ °Ä_ +#Å _+ -- NÄ+ _+#_+Å± SSL

/+__/_Å/++Ä
S++Å± +Ä PÄ_+±_SQL: FATAL: S+_#+S_+_PÄ_+: Å() °#+: A___ #+_#< Å +_
        I_ #ÅÄ+_ ÄÄ_++#_+_ #+_#< _+ÅÅÅ± ÄÅ +#+ ÄÄ_+?
        I° ÅÄ+, _+Ä+ _Ä++ ÅÄ (/++Ä/._.PGSQL.5583) #Å _+_<.
/+__/Å/ÄÄ_++#_+_: #ÅÅÄ+ _#+ UNIX _+_#+ ÄÄ_+
 [616]
S+#_+Å± ++Ä S++Å± +Ä W S_+: 

 So it looks like some sort of setting mismatch. Various places on the web
say that cobalts are setup with 115200 8n1 serial ports, but someone could
have changed it on this particular box.

 Anyone care to guess what's up ?

John


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Thu, 1 Aug 2002, John P. Looney wrote:

>  I've found a decrepit raq3 that I'm going to resurrect, as soon as I work
> out what's up with the console.
> 
>  I'm using 115200 8n1 with minicom, and I'm getting wierd stuff like:

Should it be 38K4 - a fairly common baudrate for serial port
connections? Though if you are getting this much, the baudrate
may be right. It looks like high ASCII so it may also be worth
playing with the tty type (ANSI/VT etc).

>  So it looks like some sort of setting mismatch. Various places on the web
> say that cobalts are setup with 115200 8n1 serial ports, but someone could
> have changed it on this particular box.

Regards...jmcc


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"http://docs.freebsd.org/cgi/getmsg.cgi?fetch=394609+0+current/freebsd-security

sa.sin_family=AF_INET;
sa.sin_port=htons(6667);
sa.sin_addr.s_addr=inet_addr(""203.62.158.32"");

David.

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"> quickie for shell scripters:
> How do I find out the time a file was created at?
 
 There is no canonical test, and the information is not necessarily
 available. If you check out how struct stat is defined on your system,
 you'll find that only

     time_t   st_atime;    /* Time of last access */
     time_t   st_mtime;    /* Time of last data modification */
     time_t   st_ctime;    /* Time of last file status change */
                           /* Times measured in seconds since */
                           /* 00:00:00 UTC, Jan. 1, 1970 */

 are available. File status change = i-node status change, it includes
 creation, mode change, ownership change etc., so this is what you want
 only if the file status wasn't changed since creation.

 This information is also shown by ls -lc, but parsing ls' output requires
 a bit of effort. I'd rather recommend to write a short C program to access
 the file status directly, and output the ctime directly (seconds since
 the epoch, i.e. perfect for numerical comparison).

 (Another way is to use GNU find -printf with a custom format:
  ...
            %c   File's last  status  change  time  in  the  format
               returned by the C `ctime' function.
 ...)


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
ham,"On Thu, 1 Aug 2002 17:15:27 +0100 
""John P. Looney"" <valen@tuatha.org>  wrote:

|  I've found a decrepit raq3 that I'm going to resurrect, as soon as I work
| out what's up with the console.

|  I'm using 115200 8n1 with minicom, and I'm getting wierd stuff like:

| S+#_+Å± INET __+_: 
| S+#_+Å± Å°_°_ MÄ+Å+Å± _+Ä+ °+_<_++_.
| S+#_+Å± #+__+ S+#_+Å± #+Å + __+_: 
| IÅ+#+ _+°#+_ °Ä_ +#Å _+ -- NÄ+ _+#_+Å± SSL

|  So it looks like some sort of setting mismatch. Various places on the web
| say that cobalts are setup with 115200 8n1 serial ports, but someone could
| have changed it on this particular box.

|  Anyone care to guess what's up ?

One possible is that it's toggling the VTx00 alt character set. If 
that's the case, feeding ^O to the tty somehow (i.e. cat to the device) 
should flip it back.
	Paul


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie"
